Segment	Country	 Product 	 Discount Band 	COGS	Units Sold	Sale Price	Discounts	Date
Government	France	 Amarilla 	 Medium 	539760.0	2076.0	350.0	43596.0	01/10/2013
Government	France	 Montana 	 Medium 	17570.0	1757.0	20.0	2108.4	01/10/2013
Midmarket	United States of America	 Paseo 	 Medium 	21980.0	2198.0	15.0	1978.2	01/08/2014
Midmarket	Germany	 Paseo 	 Medium 	17430.0	1743.0	15.0	1568.7	01/08/2014
Midmarket	United States of America	 Paseo 	 Medium 	11530.0	1153.0	15.0	1037.7	01/10/2014
Government	France	 Paseo 	 Medium 	17570.0	1757.0	20.0	2108.4	01/10/2013
Government	Germany	 Velo 	 Medium 	10010.0	1001.0	20.0	1201.2	01/08/2014
Government	Mexico	 Velo 	 Medium 	6665.0	1333.0	7.0	559.9	01/11/2014
Midmarket	United States of America	 VTT 	 Medium 	11530.0	1153.0	15.0	1037.7	01/10/2014
Channel Partners	Mexico	 Carretera 	 Medium 	2181.0	727.0	12.0	610.7	01/02/2014
Channel Partners	Canada	 Carretera 	 Medium 	5652.0	1884.0	12.0	1582.6	01/08/2014
Government	Mexico	 Carretera 	 Medium 	18340.0	1834.0	20.0	2567.6	01/09/2013
Channel Partners	Mexico	 Montana 	 Medium 	7020.0	2340.0	12.0	1965.6	01/01/2014
Channel Partners	France	 Montana 	 Medium 	7026.0	2342.0	12.0	1967.3	01/11/2014
Government	France	 Paseo 	 Medium 	5155.0	1031.0	7.0	505.2	01/09/2013
Midmarket	Canada	 Velo 	 Medium 	12620.0	1262.0	15.0	1325.1	01/05/2014
Government	Canada	 Velo 	 Medium 	5675.0	1135.0	7.0	556.2	01/06/2014
Government	United States of America	 Velo 	 Medium 	2735.0	547.0	7.0	268.0	01/11/2014
Government	Canada	 Velo 	 Medium 	7910.0	1582.0	7.0	775.2	01/12/2014
Channel Partners	France	 VTT 	 Medium 	5215.5	1738.5	12.0	1460.3	01/04/2014
Channel Partners	Germany	 VTT 	 Medium 	6645.0	2215.0	12.0	1860.6	01/09/2013
Government	Canada	 VTT 	 Medium 	7910.0	1582.0	7.0	775.2	01/12/2014
Government	Canada	 Amarilla 	 Medium 	5675.0	1135.0	7.0	556.2	01/06/2014
Government	United States of America	 Carretera 	 Medium 	457860.0	1761.0	350.0	43144.5	01/03/2014
Small Business	France	 Carretera 	 Medium 	112000.0	448.0	300.0	9408.0	01/06/2014
Small Business	France	 Carretera 	 Medium 	545250.0	2181.0	300.0	45801.0	01/10/2014
Government	France	 Montana 	 Medium 	19760.0	1976.0	20.0	2766.4	01/10/2014
Small Business	France	 Montana 	 Medium 	545250.0	2181.0	300.0	45801.0	01/10/2014
Enterprise	Germany	 Montana 	 Medium 	300000.0	2500.0	125.0	21875.0	01/11/2013
Small Business	Canada	 Paseo 	 Medium 	425500.0	1702.0	300.0	35742.0	01/05/2014
Small Business	France	 Paseo 	 Medium 	112000.0	448.0	300.0	9408.0	01/06/2014
Enterprise	Germany	 Paseo 	 Medium 	421560.0	3513.0	125.0	30738.8	01/07/2014
Midmarket	France	 Paseo 	 Medium 	21010.0	2101.0	15.0	2206.1	01/08/2014
Midmarket	United States of America	 Paseo 	 Medium 	29310.0	2931.0	15.0	3077.6	01/09/2013
Government	France	 Paseo 	 Medium 	15350.0	1535.0	20.0	2149.0	01/09/2014
Small Business	Germany	 Paseo 	 Medium 	280750.0	1123.0	300.0	23583.0	01/09/2013
Small Business	Canada	 Paseo 	 Medium 	351000.0	1404.0	300.0	29484.0	01/11/2013
Channel Partners	Mexico	 Paseo 	 Medium 	8289.0	2763.0	12.0	2320.9	01/11/2013
Government	Germany	 Paseo 	 Medium 	10625.0	2125.0	7.0	1041.3	01/12/2013
Small Business	France	 Velo 	 Medium 	414750.0	1659.0	300.0	34839.0	01/07/2014
Government	Mexico	 Velo 	 Medium 	6090.0	609.0	20.0	852.6	01/08/2014
Enterprise	Germany	 Velo 	 Medium 	250440.0	2087.0	125.0	18261.3	01/09/2014
Government	France	 Velo 	 Medium 	19760.0	1976.0	20.0	2766.4	01/10/2014
Government	United States of America	 Velo 	 Medium 	14210.0	1421.0	20.0	1989.4	01/12/2013
Small Business	United States of America	 Velo 	 Medium 	343000.0	1372.0	300.0	28812.0	01/12/2014
Government	Germany	 Velo 	 Medium 	5880.0	588.0	20.0	823.2	01/12/2013
Channel Partners	Canada	 VTT 	 Medium 	9733.5	3244.5	12.0	2725.4	01/01/2014
Small Business	France	 VTT 	 Medium 	239750.0	959.0	300.0	20139.0	01/02/2014
Small Business	Mexico	 VTT 	 Medium 	686750.0	2747.0	300.0	57687.0	01/02/2014
Enterprise	Canada	 Amarilla 	 Medium 	197400.0	1645.0	125.0	14393.8	01/05/2014
Government	France	 Amarilla 	 Medium 	747760.0	2876.0	350.0	70462.0	01/09/2014
Enterprise	Germany	 Amarilla 	 Medium 	119280.0	994.0	125.0	8697.5	01/09/2013
Government	Canada	 Amarilla 	 Medium 	11180.0	1118.0	20.0	1565.2	01/11/2014
Small Business	United States of America	 Amarilla 	 Medium 	343000.0	1372.0	300.0	28812.0	01/12/2014
Government	Canada	 Montana 	 Medium 	2440.0	488.0	7.0	273.3	01/02/2014
Government	United States of America	 Montana 	 Medium 	12820.0	1282.0	20.0	2051.2	01/06/2014
Government	Canada	 Paseo 	 Medium 	1285.0	257.0	7.0	143.9	01/05/2014
Government	United States of America	 Amarilla 	 Medium 	12820.0	1282.0	20.0	2051.2	01/06/2014
Enterprise	Mexico	 Carretera 	 Medium 	184800.0	1540.0	125.0	15400.0	01/08/2014
Midmarket	France	 Carretera 	 Medium 	4900.0	490.0	15.0	588.0	01/11/2014
Government	Mexico	 Carretera 	 Medium 	354120.0	1362.0	350.0	38136.0	01/12/2014
Midmarket	France	 Montana 	 Medium 	25010.0	2501.0	15.0	3001.2	01/03/2014
Government	Canada	 Montana 	 Medium 	7080.0	708.0	20.0	1132.8	01/06/2014
Government	Germany	 Montana 	 Medium 	6450.0	645.0	20.0	1032.0	01/07/2014
Small Business	France	 Montana 	 Medium 	390500.0	1562.0	300.0	37488.0	01/08/2014
Small Business	Canada	 Montana 	 Medium 	320750.0	1283.0	300.0	30792.0	01/09/2013
Midmarket	Germany	 Montana 	 Medium 	7110.0	711.0	15.0	853.2	01/12/2014
Enterprise	Mexico	 Paseo 	 Medium 	133680.0	1114.0	125.0	11140.0	01/03/2014
Government	Germany	 Paseo 	 Medium 	6295.0	1259.0	7.0	705.0	01/04/2014
Government	Germany	 Paseo 	 Medium 	5475.0	1095.0	7.0	613.2	01/05/2014
Government	Germany	 Paseo 	 Medium 	13660.0	1366.0	20.0	2185.6	01/06/2014
Small Business	Mexico	 Paseo 	 Medium 	615000.0	2460.0	300.0	59040.0	01/06/2014
Government	United States of America	 Paseo 	 Medium 	3390.0	678.0	7.0	379.7	01/08/2014
Government	Germany	 Paseo 	 Medium 	7990.0	1598.0	7.0	894.9	01/08/2014
Government	Germany	 Paseo 	 Medium 	12045.0	2409.0	7.0	1349.0	01/09/2013
Government	Germany	 Paseo 	 Medium 	19340.0	1934.0	20.0	3094.4	01/09/2014
Government	Mexico	 Paseo 	 Medium 	29930.0	2993.0	20.0	4788.8	01/09/2014
Government	Germany	 Paseo 	 Medium 	557960.0	2146.0	350.0	60088.0	01/11/2013
Government	Mexico	 Paseo 	 Medium 	9730.0	1946.0	7.0	1089.8	01/12/2013
Government	Mexico	 Paseo 	 Medium 	354120.0	1362.0	350.0	38136.0	01/12/2014
Channel Partners	Canada	 Velo 	 Medium 	1794.0	598.0	12.0	574.1	01/03/2014
Government	United States of America	 Velo 	 Medium 	14535.0	2907.0	7.0	1627.9	01/06/2014
Government	Germany	 Velo 	 Medium 	11690.0	2338.0	7.0	1309.3	01/06/2014
Small Business	France	 Velo 	 Medium 	96500.0	386.0	300.0	9264.0	01/11/2013
Small Business	Mexico	 Velo 	 Medium 	158750.0	635.0	300.0	15240.0	01/12/2014
Government	France	 VTT 	 Medium 	149370.0	574.5	350.0	16086.0	01/04/2014
Government	Germany	 VTT 	 Medium 	11690.0	2338.0	7.0	1309.3	01/06/2014
Government	France	 VTT 	 Medium 	99060.0	381.0	350.0	10668.0	01/08/2014
Government	Germany	 VTT 	 Medium 	109720.0	422.0	350.0	11816.0	01/08/2014
Small Business	Canada	 VTT 	 Medium 	533500.0	2134.0	300.0	51216.0	01/09/2014
Small Business	United States of America	 VTT 	 Medium 	202000.0	808.0	300.0	19392.0	01/12/2013
Government	Canada	 Amarilla 	 Medium 	7080.0	708.0	20.0	1132.8	01/06/2014
Government	United States of America	 Amarilla 	 Medium 	14535.0	2907.0	7.0	1627.9	01/06/2014
Government	Germany	 Amarilla 	 Medium 	13660.0	1366.0	20.0	2185.6	01/06/2014
Small Business	Mexico	 Amarilla 	 Medium 	615000.0	2460.0	300.0	59040.0	01/06/2014
Government	Germany	 Amarilla 	 Medium 	15200.0	1520.0	20.0	2432.0	01/11/2014
Midmarket	Germany	 Amarilla 	 Medium 	7110.0	711.0	15.0	853.2	01/12/2014
Channel Partners	Mexico	 Amarilla 	 Medium 	4125.0	1375.0	12.0	1320.0	01/12/2013
Small Business	Mexico	 Amarilla 	 Medium 	158750.0	635.0	300.0	15240.0	01/12/2014
Government	United States of America	 VTT 	 Medium 	4365.0	436.5	20.0	698.4	01/07/2014
Small Business	Canada	 Carretera 	 Medium 	273500.0	1094.0	300.0	29538.0	01/06/2014
Channel Partners	Mexico	 Carretera 	 Medium 	1101.0	367.0	12.0	396.4	01/10/2013
Small Business	Canada	 Montana 	 Medium 	950625.0	3802.5	300.0	102667.5	01/04/2014
Government	France	 Montana 	 Medium 	433160.0	1666.0	350.0	52479.0	01/05/2014
Small Business	France	 Montana 	 Medium 	80500.0	322.0	300.0	8694.0	01/09/2013
Channel Partners	Canada	 Montana 	 Medium 	6963.0	2321.0	12.0	2506.7	01/11/2014
Enterprise	France	 Montana 	 Medium 	222840.0	1857.0	125.0	20891.3	01/11/2013
Government	Canada	 Montana 	 Medium 	8055.0	1611.0	7.0	1014.9	01/12/2013
Enterprise	United States of America	 Montana 	 Medium 	335640.0	2797.0	125.0	31466.3	01/12/2014
Small Business	Germany	 Montana 	 Medium 	83500.0	334.0	300.0	9018.0	01/12/2013
Small Business	Mexico	 Paseo 	 Medium 	641250.0	2565.0	300.0	69255.0	01/01/2014
Government	Mexico	 Paseo 	 Medium 	628420.0	2417.0	350.0	76135.5	01/01/2014
Midmarket	United States of America	 Paseo 	 Medium 	36750.0	3675.0	15.0	4961.3	01/04/2014
Small Business	Canada	 Paseo 	 Medium 	273500.0	1094.0	300.0	29538.0	01/06/2014
Midmarket	France	 Paseo 	 Medium 	12270.0	1227.0	15.0	1656.5	01/10/2014
Channel Partners	Mexico	 Paseo 	 Medium 	1101.0	367.0	12.0	396.4	01/10/2013
Small Business	France	 Paseo 	 Medium 	331000.0	1324.0	300.0	35748.0	01/11/2014
Channel Partners	Germany	 Paseo 	 Medium 	5325.0	1775.0	12.0	1917.0	01/11/2013
Enterprise	United States of America	 Paseo 	 Medium 	335640.0	2797.0	125.0	31466.3	01/12/2014
Midmarket	Mexico	 Velo 	 Medium 	2450.0	245.0	15.0	330.8	01/05/2014
Small Business	Canada	 Velo 	 Medium 	948375.0	3793.5	300.0	102424.5	01/07/2014
Government	Germany	 Velo 	 Medium 	339820.0	1307.0	350.0	41170.5	01/07/2014
Enterprise	Canada	 Velo 	 Medium 	68040.0	567.0	125.0	6378.8	01/09/2014
Enterprise	Mexico	 Velo 	 Medium 	253200.0	2110.0	125.0	23737.5	01/09/2014
Government	Canada	 Velo 	 Medium 	329940.0	1269.0	350.0	39973.5	01/10/2014
Channel Partners	United States of America	 VTT 	 Medium 	5868.0	1956.0	12.0	2112.5	01/01/2014
Small Business	Germany	 VTT 	 Medium 	664750.0	2659.0	300.0	71793.0	01/02/2014
Government	United States of America	 VTT 	 Medium 	351390.0	1351.5	350.0	42572.3	01/04/2014
Channel Partners	Germany	 VTT 	 Medium 	2640.0	880.0	12.0	950.4	01/05/2014
Small Business	United States of America	 VTT 	 Medium 	466750.0	1867.0	300.0	50409.0	01/09/2014
Channel Partners	France	 VTT 	 Medium 	6702.0	2234.0	12.0	2412.7	01/09/2013
Midmarket	France	 VTT 	 Medium 	12270.0	1227.0	15.0	1656.5	01/10/2014
Enterprise	Mexico	 VTT 	 Medium 	105240.0	877.0	125.0	9866.3	01/11/2014
Government	United States of America	 Amarilla 	 Medium 	538460.0	2071.0	350.0	65236.5	01/09/2014
Government	Canada	 Amarilla 	 Medium 	329940.0	1269.0	350.0	39973.5	01/10/2014
Midmarket	Germany	 Amarilla 	 Medium 	9700.0	970.0	15.0	1309.5	01/11/2013
Government	Mexico	 Amarilla 	 Medium 	16940.0	1694.0	20.0	3049.2	01/11/2014
Government	Germany	 Carretera 	 Medium 	6630.0	663.0	20.0	1193.4	01/05/2014
Government	Canada	 Carretera 	 Medium 	4095.0	819.0	7.0	516.0	01/07/2014
Channel Partners	Germany	 Carretera 	 Medium 	4740.0	1580.0	12.0	1706.4	01/09/2014
Government	Mexico	 Carretera 	 Medium 	2605.0	521.0	7.0	328.2	01/12/2014
Government	United States of America	 Paseo 	 Medium 	9730.0	973.0	20.0	1751.4	01/03/2014
Government	Mexico	 Paseo 	 Medium 	10380.0	1038.0	20.0	1868.4	01/06/2014
Government	Germany	 Paseo 	 Medium 	1800.0	360.0	7.0	226.8	01/10/2014
Channel Partners	France	 Velo 	 Medium 	5901.0	1967.0	12.0	2124.4	01/03/2014
Midmarket	Mexico	 Velo 	 Medium 	26280.0	2628.0	15.0	3547.8	01/04/2014
Government	Germany	 VTT 	 Medium 	1800.0	360.0	7.0	226.8	01/10/2014
Government	France	 VTT 	 Medium 	26820.0	2682.0	20.0	4827.6	01/11/2013
Government	Mexico	 VTT 	 Medium 	2605.0	521.0	7.0	328.2	01/12/2014
Government	Mexico	 Amarilla 	 Medium 	10380.0	1038.0	20.0	1868.4	01/06/2014
Midmarket	Canada	 Amarilla 	 Medium 	16305.0	1630.5	15.0	2201.2	01/07/2014
Channel Partners	France	 Amarilla 	 Medium 	918.0	306.0	12.0	330.5	01/12/2013
Channel Partners	United States of America	 Carretera 	 High 	1158.0	386.0	12.0	463.2	01/10/2013
Government	United States of America	 Montana 	 High 	11640.0	2328.0	7.0	1629.6	01/09/2014
Channel Partners	United States of America	 Paseo 	 High 	1158.0	386.0	12.0	463.2	01/10/2013
Enterprise	United States of America	 Carretera 	 High 	413460.0	3445.5	125.0	43068.8	01/04/2014
Enterprise	France	 Carretera 	 High 	177840.0	1482.0	125.0	18525.0	01/12/2013
Government	United States of America	 Montana 	 High 	601380.0	2313.0	350.0	80955.0	01/05/2014
Enterprise	United States of America	 Montana 	 High 	216480.0	1804.0	125.0	22550.0	01/11/2013
Midmarket	France	 Montana 	 High 	20720.0	2072.0	15.0	3108.0	01/12/2014
Government	France	 Paseo 	 High 	19540.0	1954.0	20.0	3908.0	01/03/2014
Small Business	Mexico	 Paseo 	 High 	147750.0	591.0	300.0	17730.0	01/05/2014
Midmarket	France	 Paseo 	 High 	21670.0	2167.0	15.0	3250.5	01/10/2013
Government	Germany	 Paseo 	 High 	2410.0	241.0	20.0	482.0	01/10/2014
Midmarket	Germany	 Velo 	 High 	6810.0	681.0	15.0	1021.5	01/01/2014
Midmarket	Germany	 Velo 	 High 	5100.0	510.0	15.0	765.0	01/04/2014
Midmarket	United States of America	 Velo 	 High 	7900.0	790.0	15.0	1185.0	01/05/2014
Government	France	 Velo 	 High 	166140.0	639.0	350.0	22365.0	01/07/2014
Enterprise	United States of America	 Velo 	 High 	191520.0	1596.0	125.0	19950.0	01/09/2014
Small Business	United States of America	 Velo 	 High 	573500.0	2294.0	300.0	68820.0	01/10/2013
Government	Germany	 Velo 	 High 	2410.0	241.0	20.0	482.0	01/10/2014
Government	Germany	 Velo 	 High 	13325.0	2665.0	7.0	1865.5	01/11/2014
Enterprise	Canada	 Velo 	 High 	229920.0	1916.0	125.0	23950.0	01/12/2013
Small Business	France	 Velo 	 High 	213250.0	853.0	300.0	25590.0	01/12/2014
Enterprise	Mexico	 VTT 	 High 	40920.0	341.0	125.0	4262.5	01/05/2014
Midmarket	Mexico	 VTT 	 High 	6410.0	641.0	15.0	961.5	01/07/2014
Government	United States of America	 VTT 	 High 	729820.0	2807.0	350.0	98245.0	01/08/2014
Small Business	Mexico	 VTT 	 High 	108000.0	432.0	300.0	12960.0	01/09/2014
Small Business	United States of America	 VTT 	 High 	573500.0	2294.0	300.0	68820.0	01/10/2013
Midmarket	France	 VTT 	 High 	21670.0	2167.0	15.0	3250.5	01/10/2013
Enterprise	Canada	 VTT 	 High 	303480.0	2529.0	125.0	31612.5	01/11/2014
Government	Germany	 VTT 	 High 	486200.0	1870.0	350.0	65450.0	01/12/2013
Enterprise	United States of America	 Amarilla 	 High 	69480.0	579.0	125.0	7237.5	01/01/2014
Government	Canada	 Amarilla 	 High 	582400.0	2240.0	350.0	78400.0	01/02/2014
Small Business	United States of America	 Amarilla 	 High 	748250.0	2993.0	300.0	89790.0	01/03/2014
Channel Partners	Canada	 Amarilla 	 High 	10561.5	3520.5	12.0	4224.6	01/04/2014
Government	Mexico	 Amarilla 	 High 	20390.0	2039.0	20.0	4078.0	01/05/2014
Channel Partners	Germany	 Amarilla 	 High 	7722.0	2574.0	12.0	3088.8	01/08/2014
Government	Canada	 Amarilla 	 High 	183820.0	707.0	350.0	24745.0	01/09/2014
Midmarket	France	 Amarilla 	 High 	20720.0	2072.0	15.0	3108.0	01/12/2014
Small Business	France	 Amarilla 	 High 	213250.0	853.0	300.0	25590.0	01/12/2014
Channel Partners	France	 Carretera 	 High 	3594.0	1198.0	12.0	1581.4	01/10/2013
Government	France	 Paseo 	 High 	12660.0	2532.0	7.0	1949.6	01/04/2014
Channel Partners	France	 Paseo 	 High 	3594.0	1198.0	12.0	1581.4	01/10/2013
Midmarket	Canada	 Velo 	 High 	3840.0	384.0	15.0	633.6	01/01/2014
Channel Partners	Germany	 Velo 	 High 	1416.0	472.0	12.0	623.0	01/10/2014
Government	United States of America	 VTT 	 High 	7895.0	1579.0	7.0	1215.8	01/03/2014
Channel Partners	Mexico	 VTT 	 High 	3015.0	1005.0	12.0	1326.6	01/09/2013
Midmarket	United States of America	 Amarilla 	 High 	31995.0	3199.5	15.0	5279.2	01/07/2014
Channel Partners	Germany	 Amarilla 	 High 	1416.0	472.0	12.0	623.0	01/10/2014
Channel Partners	Canada	 Carretera 	 High 	5811.0	1937.0	12.0	2556.8	01/02/2014
Government	Germany	 Carretera 	 High 	205920.0	792.0	350.0	30492.0	01/03/2014
Small Business	Germany	 Carretera 	 High 	702750.0	2811.0	300.0	92763.0	01/07/2014
Enterprise	France	 Carretera 	 High 	292920.0	2441.0	125.0	33563.8	01/10/2014
Midmarket	Canada	 Carretera 	 High 	15600.0	1560.0	15.0	2574.0	01/11/2013
Government	Mexico	 Carretera 	 High 	13530.0	2706.0	7.0	2083.6	01/11/2013
Government	Germany	 Montana 	 High 	199160.0	766.0	350.0	29491.0	01/01/2014
Government	Germany	 Montana 	 High 	29920.0	2992.0	20.0	6582.4	01/10/2013
Midmarket	Mexico	 Montana 	 High 	21570.0	2157.0	15.0	3559.1	01/12/2014
Small Business	Canada	 Paseo 	 High 	218250.0	873.0	300.0	28809.0	01/01/2014
Government	Mexico	 Paseo 	 High 	11220.0	1122.0	20.0	2468.4	01/03/2014
Government	Canada	 Paseo 	 High 	547170.0	2104.5	350.0	81023.3	01/07/2014
Channel Partners	Canada	 Paseo 	 High 	12078.0	4026.0	12.0	5314.3	01/07/2014
Channel Partners	France	 Paseo 	 High 	7276.5	2425.5	12.0	3201.7	01/07/2014
Government	Canada	 Paseo 	 High 	23940.0	2394.0	20.0	5266.8	01/08/2014
Midmarket	Mexico	 Paseo 	 High 	19840.0	1984.0	15.0	3273.6	01/08/2014
Enterprise	France	 Paseo 	 High 	292920.0	2441.0	125.0	33563.8	01/10/2014
Government	Germany	 Paseo 	 High 	29920.0	2992.0	20.0	6582.4	01/10/2013
Small Business	Canada	 Paseo 	 High 	341500.0	1366.0	300.0	45078.0	01/11/2014
Government	France	 Velo 	 High 	28050.0	2805.0	20.0	6171.0	01/09/2013
Midmarket	Mexico	 Velo 	 High 	6550.0	655.0	15.0	1080.8	01/09/2013
Government	Mexico	 Velo 	 High 	89440.0	344.0	350.0	13244.0	01/10/2013
Government	Canada	 Velo 	 High 	9040.0	1808.0	7.0	1392.2	01/11/2014
Channel Partners	France	 VTT 	 High 	5202.0	1734.0	12.0	2288.9	01/01/2014
Enterprise	Mexico	 VTT 	 High 	66480.0	554.0	125.0	7617.5	01/01/2014
Government	Canada	 VTT 	 High 	29350.0	2935.0	20.0	6457.0	01/11/2013
Enterprise	Germany	 Amarilla 	 High 	379800.0	3165.0	125.0	43518.8	01/01/2014
Government	Mexico	 Amarilla 	 High 	26290.0	2629.0	20.0	5783.8	01/01/2014
Enterprise	France	 Amarilla 	 High 	171960.0	1433.0	125.0	19703.8	01/05/2014
Enterprise	Mexico	 Amarilla 	 High 	113640.0	947.0	125.0	13021.3	01/09/2013
Government	Mexico	 Amarilla 	 High 	89440.0	344.0	350.0	13244.0	01/10/2013
Midmarket	Mexico	 Amarilla 	 High 	21570.0	2157.0	15.0	3559.1	01/12/2014
Government	United States of America	 Paseo 	 High 	1900.0	380.0	7.0	292.6	01/09/2013
Government	Mexico	 Carretera 	 High 	230360.0	886.0	350.0	37212.0	01/06/2014
Enterprise	Canada	 Carretera 	 High 	289920.0	2416.0	125.0	36240.0	01/09/2013
Enterprise	Mexico	 Carretera 	 High 	258720.0	2156.0	125.0	32340.0	01/10/2014
Midmarket	Canada	 Carretera 	 High 	26890.0	2689.0	15.0	4840.2	01/11/2014
Midmarket	United States of America	 Montana 	 High 	6770.0	677.0	15.0	1218.6	01/03/2014
Small Business	France	 Montana 	 High 	443250.0	1773.0	300.0	63828.0	01/04/2014
Government	Mexico	 Montana 	 High 	12100.0	2420.0	7.0	2032.8	01/09/2014
Government	Canada	 Montana 	 High 	13670.0	2734.0	7.0	2296.6	01/10/2014
Government	Mexico	 Montana 	 High 	17150.0	1715.0	20.0	4116.0	01/10/2013
Small Business	France	 Montana 	 High 	296500.0	1186.0	300.0	42696.0	01/12/2013
Small Business	United States of America	 Paseo 	 High 	873750.0	3495.0	300.0	125820.0	01/01/2014
Government	Mexico	 Paseo 	 High 	230360.0	886.0	350.0	37212.0	01/06/2014
Enterprise	Mexico	 Paseo 	 High 	258720.0	2156.0	125.0	32340.0	01/10/2014
Government	Mexico	 Paseo 	 High 	9050.0	905.0	20.0	2172.0	01/10/2014
Government	Mexico	 Paseo 	 High 	17150.0	1715.0	20.0	4116.0	01/10/2013
Government	France	 Paseo 	 High 	414440.0	1594.0	350.0	66948.0	01/11/2014
Small Business	Germany	 Paseo 	 High 	339750.0	1359.0	300.0	48924.0	01/11/2014
Small Business	Mexico	 Paseo 	 High 	537500.0	2150.0	300.0	77400.0	01/11/2014
Government	Mexico	 Paseo 	 High 	311220.0	1197.0	350.0	50274.0	01/11/2014
Midmarket	Mexico	 Paseo 	 High 	3800.0	380.0	15.0	684.0	01/12/2013
Government	Mexico	 Paseo 	 High 	12330.0	1233.0	20.0	2959.2	01/12/2014
Government	Mexico	 Velo 	 High 	362700.0	1395.0	350.0	58590.0	01/07/2014
Government	United States of America	 Velo 	 High 	256360.0	986.0	350.0	41412.0	01/10/2014
Government	Mexico	 Velo 	 High 	9050.0	905.0	20.0	2172.0	01/10/2014
Channel Partners	Canada	 VTT 	 High 	6327.0	2109.0	12.0	3037.0	01/05/2014
Midmarket	France	 VTT 	 High 	38745.0	3874.5	15.0	6974.1	01/07/2014
Government	Canada	 VTT 	 High 	161980.0	623.0	350.0	26166.0	01/09/2013
Government	United States of America	 VTT 	 High 	256360.0	986.0	350.0	41412.0	01/10/2014
Enterprise	United States of America	 VTT 	 High 	286440.0	2387.0	125.0	35805.0	01/11/2014
Government	Mexico	 VTT 	 High 	12330.0	1233.0	20.0	2959.2	01/12/2014
Government	United States of America	 Amarilla 	 High 	70200.0	270.0	350.0	11340.0	01/02/2014
Government	France	 Amarilla 	 High 	17107.5	3421.5	7.0	2874.1	01/07/2014
Government	Canada	 Amarilla 	 High 	13670.0	2734.0	7.0	2296.6	01/10/2014
Midmarket	United States of America	 Amarilla 	 High 	25480.0	2548.0	15.0	4586.4	01/11/2013
Government	France	 Carretera 	 High 	25215.0	2521.5	20.0	6051.6	01/01/2014
Channel Partners	Mexico	 Montana 	 High 	7983.0	2661.0	12.0	3831.8	01/05/2014
Government	Germany	 Paseo 	 High 	15310.0	1531.0	20.0	3674.4	01/12/2014
Government	France	 VTT 	 High 	7455.0	1491.0	7.0	1252.4	01/03/2014
Government	Germany	 VTT 	 High 	15310.0	1531.0	20.0	3674.4	01/12/2014
Channel Partners	Canada	 Amarilla 	 High 	8283.0	2761.0	12.0	3975.8	01/09/2013
Midmarket	United States of America	 Carretera 	 High 	25670.0	2567.0	15.0	5005.7	01/06/2014
Midmarket	United States of America	 VTT 	 High 	25670.0	2567.0	15.0	5005.7	01/06/2014
Government	Canada	 Carretera 	 High 	239980.0	923.0	350.0	41996.5	01/03/2014
Government	France	 Carretera 	 High 	465400.0	1790.0	350.0	81445.0	01/03/2014
Government	Germany	 Carretera 	 High 	4420.0	442.0	20.0	1149.2	01/09/2013
Government	United States of America	 Montana 	 High 	255450.0	982.5	350.0	44703.8	01/01/2014
Government	United States of America	 Montana 	 High 	6490.0	1298.0	7.0	1181.2	01/02/2014
Channel Partners	Mexico	 Montana 	 High 	1812.0	604.0	12.0	942.2	01/06/2014
Government	Mexico	 Montana 	 High 	22550.0	2255.0	20.0	5863.0	01/07/2014
Government	Canada	 Montana 	 High 	12490.0	1249.0	20.0	3247.4	01/10/2014
Government	United States of America	 Paseo 	 High 	7192.5	1438.5	7.0	1309.0	01/01/2014
Small Business	Germany	 Paseo 	 High 	201750.0	807.0	300.0	31473.0	01/01/2014
Government	United States of America	 Paseo 	 High 	26410.0	2641.0	20.0	6866.6	01/02/2014
Government	Germany	 Paseo 	 High 	27080.0	2708.0	20.0	7040.8	01/02/2014
Government	Canada	 Paseo 	 High 	684320.0	2632.0	350.0	119756.0	01/06/2014
Enterprise	Canada	 Paseo 	 High 	189960.0	1583.0	125.0	25723.8	01/06/2014
Channel Partners	Mexico	 Paseo 	 High 	1713.0	571.0	12.0	890.8	01/07/2014
Government	France	 Paseo 	 High 	13480.0	2696.0	7.0	2453.4	01/08/2014
Midmarket	Canada	 Paseo 	 High 	15650.0	1565.0	15.0	3051.8	01/10/2014
Government	Canada	 Paseo 	 High 	12490.0	1249.0	20.0	3247.4	01/10/2014
Government	Germany	 Paseo 	 High 	92820.0	357.0	350.0	16243.5	01/11/2014
Channel Partners	Germany	 Paseo 	 High 	3039.0	1013.0	12.0	1580.3	01/12/2014
Midmarket	France	 Velo 	 High 	39975.0	3997.5	15.0	7795.1	01/01/2014
Government	Canada	 Velo 	 High 	684320.0	2632.0	350.0	119756.0	01/06/2014
Government	France	 Velo 	 High 	5950.0	1190.0	7.0	1082.9	01/06/2014
Channel Partners	Mexico	 Velo 	 High 	1812.0	604.0	12.0	942.2	01/06/2014
Midmarket	Germany	 Velo 	 High 	6600.0	660.0	15.0	1287.0	01/09/2013
Channel Partners	Mexico	 Velo 	 High 	1230.0	410.0	12.0	639.6	01/10/2014
Small Business	Mexico	 Velo 	 High 	651250.0	2605.0	300.0	101595.0	01/11/2013
Channel Partners	Germany	 Velo 	 High 	3039.0	1013.0	12.0	1580.3	01/12/2014
Enterprise	Canada	 VTT 	 High 	189960.0	1583.0	125.0	25723.8	01/06/2014
